loan_amnt,installment,dti,grade
1500,63.43,32.58,F
1500,63.82,15.09,F
1500,64.22,1.95,F
1500,64.33,0.85,G
1500,64.33,21.54,G
1500,64.37,12,G
1525,39.19,17.69,D
1525,46,5.34,A
1525,47.09,17.17,A
1525,47.24,10.94,A
1525,47.27,22,A
1525,47.43,11.42,A
1525,47.43,11.71,A
1525,47.53,4.94,A
1525,47.53,10.18,A
1525,47.79,17.78,A
1525,48.62,15.23,B
1525,48.81,16.03,B
1525,49.21,27.75,B
1525,49.21,35.04,B
1525,49.72,11.33,B
1525,49.89,11.62,B
1525,50.21,20.87,B
1525,50.65,8,B
1525,50.87,36.41,C
1525,51.16,19.65,C
1525,51.23,18.1,C
1525,51.63,35.23,C
1525,51.82,31.38,C
1525,52.12,15.58,C
1525,52.9,31.98,C
1525,53.04,3.82,C
1525,53.31,12.9,C
1525,53.63,25.91,C
1525,53.97,9.95,C
1525,54.48,39.2,D
1525,54.58,22.19,D
1525,54.81,32.64,D
1525,55.03,13.81,D
1525,56.59,15.87,E
1525,57.37,8.32,D
1525,58.24,29,E
1525,58.97,9.95,E
1525,59.03,38.5,F
1525,59.83,8.49,E
1525,62.48,35.57,E
1550,46.68,18.73,A
1550,46.75,14.45,A
1550,47.22,10.86,A
1550,47.24,5.33,A
1550,47.29,19.31,A
1550,47.91,29.32,A
1550,48.01,23.15,A
1550,48.05,7.47,A
1550,48.11,13.68,A
1550,48.21,7.74,A
1550,48.21,15.53,A
1550,48.21,24.87,A
1550,48.55,3.51,A
1550,48.55,9.42,A
1550,48.57,8.38,A
1550,48.57,9.06,A
1550,48.57,13.89,A
1550,48.71,10.06,B
1550,48.71,60.02,A
1550,48.86,24.14,B
1550,48.86,32.74,B
1550,49,27.98,A
1550,49.22,7.54,A
1550,49.29,8.48,B
1550,49.42,20.92,B
1550,49.61,12.99,B
1550,49.61,13.05,B
1550,49.61,21.71,B
1550,49.96,10.51,B
1550,49.97,10.63,B
1550,49.97,21.56,B
1550,50.08,15.47,B
1550,50.13,5.12,B
1550,50.14,23.59,B
1550,50.14,25.45,B
1550,50.26,4.71,B
1550,50.33,6.09,B
1550,50.33,13.78,B
1550,50.33,16.3,B
1550,50.36,25.16,B
1550,50.49,20.76,B
1550,50.68,31.85,B
1550,50.68,33.36,B
1550,50.74,7.21,B
1550,50.74,7.29,B
1550,50.74,12.61,B
1550,50.74,13.13,B
1550,50.74,15.43,B
1550,51.07,28.36,B
1550,51.11,22.84,B
1550,51.14,25.83,B
1550,51.15,7.07,B
1550,51.24,23.44,B
1550,51.48,7.59,B
1550,51.48,8.7,C
1550,51.48,22.81,B
1550,51.58,11.21,B
1550,51.7,33.18,C
1550,51.85,25.1,B
1550,51.94,1.19,C
1550,51.95,27.12,C
1550,52,8.05,C
1550,52,17.95,C
1550,52,25.05,C
1550,52.07,9.65,C
1550,52.22,16.2,C
1550,52.22,26.76,C
1550,52.22,34.9,C
1550,52.48,0.23,C
1550,52.6,9.93,C
1550,52.6,14.24,C
1550,52.6,17.86,C
1550,52.6,24.05,C
1550,52.66,21,C
1550,52.67,1.77,C
1550,52.72,22.63,C
1550,52.73,24.26,C
1550,52.73,28,C
1550,52.73,32.06,C
1550,52.97,3.27,C
1550,52.97,7.35,C
1550,52.97,25.68,C
1550,52.97,33.94,C
1550,53.04,3.23,C
1550,53.21,14.85,C
1550,53.33,16.67,C
1550,53.34,21,C
1550,53.35,20.4,C
1550,53.47,23.41,C
1550,53.47,25.44,C
1550,53.47,28.96,C
1550,53.47,32.24,C
1550,53.73,17.89,C
1550,53.73,29.44,C
1550,53.73,33.85,C
1550,53.77,9.43,C
1550,53.9,10.34,D
1550,53.94,8.86,C
1550,53.97,4.61,C
1550,53.97,19.05,C
1550,53.97,25.87,C
1550,54.2,27.71,D
1550,54.49,18.04,C
1550,54.49,18.43,C
1550,54.61,25.44,C
1550,54.65,10.73,C
1550,54.72,14.8,C
1550,55.26,5.71,D
1550,55.26,14.27,D
1550,55.26,25.31,D
1550,55.26,26.62,D
1550,55.63,17.58,D
1550,55.85,11.32,D
1550,56.03,8.66,D
1550,56.03,16.82,D
1550,56.03,21.63,D
1550,56.09,18.9,D
1550,56.24,19.74,D
1550,56.24,28.5,E
1550,56.42,22.67,E
1550,56.47,35.97,E
1550,56.7,34.97,D
1550,56.85,12.56,D
1550,57.23,16.29,D
1550,58.2,24.45,E
1550,58.52,8.1,E
1550,58.52,29.64,E
1550,59.51,28.3,E
1550,60.57,0,F
1550,61.42,22.7,E
1550,62.04,14.03,E
1550,62.04,34.48,E
1550,62.7,24.41,E
1550,63.51,32.4,E
1550,65.54,11.28,F
1550,66.48,24.99,G
1550,66.52,0,G
1575,48.43,29.81,A
1575,48.44,12.51,A
1575,48.61,10.25,A
1575,49.33,11.1,A
1575,49.34,9.44,A
1575,49.85,14.54,B
1575,49.95,10.15,A
1575,50.65,22.71,B
1575,50.82,8.24,B
1575,51.5,15.8,B
1575,51.9,1.15,B
1575,51.96,25.45,B
1575,52.41,13.6,B
1575,53.07,23.72,C
1575,53.83,13,C
1575,54.09,33.85,C
1575,54.64,7.48,C
1575,56.15,14.1,D
1575,56.15,31.91,D
1575,56.37,23.62,D
1575,56.61,18.94,D
1575,56.94,21.24,D
1575,56.99,19.5,D
1575,57.14,8.39,D
1575,57.3,4.93,D
1575,57.73,29.26,D
1575,57.76,31.63,D
1575,57.9,17.2,D
1575,58.15,14.4,E
1575,58.53,21.61,E
1575,58.85,25.07,D
1575,59.14,14.7,E
1575,60.9,12.55,E
1575,61.3,12.03,E
1575,61.3,39.67,E
1575,61.7,26.47,E
1575,61.86,7.27,F
1600,33.41,22.77,B
1600,34.59,16,B
1600,34.89,14.8,B
1600,36.6,21.29,C
1600,37.38,13.76,C
1600,37.62,6.23,D
1600,37.78,28.61,C
1600,38.24,1.59,D
1600,38.25,12.27,D
1600,38.56,5.41,D
1600,38.87,8.22,E
1600,39.12,15.84,C
1600,39.89,6.52,E
1600,42.66,0,E
1600,45.57,16.11,F
1600,47.75,20.31,C
1600,48.18,3.6,A
1600,48.18,6.45,A
1600,48.18,24.34,A
1600,48.19,1.08,A
1600,48.19,3.9,A
1600,48.19,4.74,A
1600,48.19,6.33,A
1600,48.19,6.79,A
1600,48.19,7.39,A
1600,48.19,8.04,A
1600,48.19,8.16,A
1600,48.19,8.72,A
1600,48.19,9.08,A
1600,48.19,9.13,A
1600,48.19,10.49,A
1600,48.19,11.09,A
1600,48.19,11.56,A
1600,48.19,11.83,A
1600,48.19,12.15,A
1600,48.19,12.5,A
1600,48.19,13,A
1600,48.19,14,A
1600,48.19,15.24,A
1600,48.19,16.17,A
1600,48.19,16.75,A
1600,48.19,18.19,A
1600,48.19,18.88,A
1600,48.19,19.2,A
1600,48.19,20.13,A
1600,48.19,22.91,A
1600,48.19,24.13,A
1600,48.19,24.44,A
1600,48.19,25.41,A
1600,48.19,25.88,A
1600,48.19,28.66,A
1600,48.19,33.04,A
1600,48.26,13.54,A
1600,48.7,2.52,A
1600,48.7,15.68,A
1600,48.7,20.38,A
1600,48.73,11.4,A
1600,48.73,21.9,A
1600,48.73,23.35,A
1600,48.74,3.28,A
1600,48.74,4.14,A
1600,48.74,7.07,A
1600,48.74,10.88,A
1600,48.74,12.97,A
1600,48.74,22.82,A
1600,48.76,7.26,A
1600,48.76,7.85,A
1600,48.76,8.61,A
1600,48.76,10.37,A
1600,48.76,18.05,A
1600,48.76,19.34,A
1600,48.76,22.4,A
1600,48.76,28.3,A
1600,48.76,34.97,A
1600,48.82,6.62,A
1600,48.82,10.51,A
1600,48.82,21.92,A
1600,48.82,28.13,A
1600,48.82,33.65,A
1600,48.85,5.06,A
1600,48.85,15.82,A
1600,48.85,16.78,A
1600,48.85,23.67,A
1600,48.96,13.64,A
1600,49.04,19.02,A
1600,49.04,20.44,A
1600,49.04,27.62,A
1600,49.13,0.89,A
1600,49.13,2.44,A
1600,49.13,4.75,A
1600,49.13,16.24,A
1600,49.13,26.7,A
1600,49.17,1.86,A
1600,49.17,3.96,A
1600,49.17,5.36,A
1600,49.17,6.12,A
1600,49.17,12.09,A
1600,49.17,15.94,A
1600,49.17,19.41,A
1600,49.17,19.64,A
1600,49.17,26.71,A
1600,49.2,3.18,A
1600,49.2,4.8,A
1600,49.2,5.29,A
1600,49.2,6.95,A
1600,49.2,7.2,A
1600,49.2,11.8,A
1600,49.2,12.25,A
1600,49.2,12.96,A
1600,49.2,13.12,A
1600,49.2,14.22,A
1600,49.2,17.41,A
1600,49.2,17.59,A
1600,49.2,19.28,A
1600,49.2,21.86,A
1600,49.2,25.57,A
1600,49.2,33.6,A
1600,49.24,3.65,A
1600,49.26,9.04,D
1600,49.28,11.75,A
1600,49.28,13.47,A
1600,49.28,15.13,A
1600,49.28,35.96,A
1600,49.33,5.23,A
1600,49.33,6.06,A
1600,49.33,12.77,A
1600,49.33,14.69,A
1600,49.33,18.25,A
1600,49.35,16.72,A
1600,49.39,15.18,A
1600,49.39,16.19,A
1600,49.39,20.41,A
1600,49.39,26.04,A
1600,49.39,28.23,A
1600,49.4,7.47,A
1600,49.4,7.67,A
1600,49.4,9.06,A
1600,49.4,12.17,A
1600,49.4,13.15,A
1600,49.4,13.3,A
1600,49.4,15.23,A
1600,49.4,16.31,A
1600,49.4,16.59,A
1600,49.4,18.84,A
1600,49.4,20.68,A
1600,49.4,21.7,A
1600,49.4,22.13,A
1600,49.42,4.26,A
1600,49.42,7.39,A
1600,49.46,0.85,A
1600,49.46,8.14,A
1600,49.46,9.58,A
1600,49.46,14.67,A
1600,49.46,15.79,A
1600,49.46,15.88,A
1600,49.46,19.97,A
1600,49.5,9,A
1600,49.56,2.66,A
1600,49.56,2.99,A
1600,49.56,3.26,A
1600,49.56,4.31,A
1600,49.56,4.56,A
1600,49.56,11.6,A
1600,49.56,12.29,A
1600,49.56,12.6,A
1600,49.56,12.84,A
1600,49.56,13.2,A
1600,49.56,13.84,A
1600,49.56,14.3,A
1600,49.56,14.49,A
1600,49.56,16.05,A
1600,49.56,17.66,A
1600,49.56,17.87,A
1600,49.56,18.21,A
1600,49.56,20.58,A
1600,49.56,22.71,A
1600,49.56,23.85,A
1600,49.56,25.18,A
1600,49.56,26.3,A
1600,49.56,27.1,A
1600,49.56,28.39,A
1600,49.56,30.63,A
1600,49.56,34.17,A
1600,49.58,3.86,A
1600,49.58,9.24,A
1600,49.58,10.03,A
1600,49.58,15.81,A
1600,49.58,17.03,A
1600,49.58,21.27,A
1600,49.58,21.71,A
1600,49.58,26.99,A
1600,49.6,10.44,A
1600,49.66,2.19,A
1600,49.66,3.13,A
1600,49.66,3.15,A
1600,49.66,6.39,A
1600,49.66,9.27,A
1600,49.66,9.78,A
1600,49.66,9.88,A
1600,49.66,10.15,A
1600,49.66,10.58,A
1600,49.66,10.72,A
1600,49.66,11.12,A
1600,49.66,11.81,A
1600,49.66,12.38,A
1600,49.66,13.75,A
1600,49.66,13.82,A
1600,49.66,14.58,A
1600,49.66,14.66,A
1600,49.66,15.29,A
1600,49.66,16.39,A
1600,49.66,18.2,A
1600,49.66,20,A
1600,49.66,20.82,A
1600,49.66,21.93,A
1600,49.66,22.25,A
1600,49.66,25.73,A
1600,49.66,27.56,A
1600,49.66,33.04,A
1600,49.69,13,A
1600,49.69,13.18,A
1600,49.69,29.32,A
1600,49.7,3.46,A
1600,49.72,5.14,A
1600,49.75,1.62,A
1600,49.75,10.2,A
1600,49.75,10.59,A
1600,49.75,16.52,A
1600,49.75,20.85,A
1600,49.75,33.87,A
1600,49.77,11.92,A
1600,49.77,14.62,A
1600,49.77,14.65,A
1600,49.77,14.71,A
1600,49.77,20.97,A
1600,49.77,21.27,A
1600,49.77,21.34,A
1600,49.77,21.5,A
1600,49.77,24.24,A
1600,49.77,27.45,A
1600,49.78,23.89,A
1600,49.82,3.64,A
1600,49.82,4.39,A
1600,49.82,12.5,A
1600,49.82,21.88,A
1600,49.82,26.53,A
1600,49.84,6.12,A
1600,49.84,15.45,A
1600,49.84,19.18,A
1600,49.84,22.44,A
1600,49.86,24.2,A
1600,49.86,27.45,A
1600,49.91,4.64,A
1600,49.91,38.6,A
1600,50.03,5.28,A
1600,50.03,7.71,A
1600,50.03,9.59,A
1600,50.03,16.42,A
1600,50.03,18.06,A
1600,50.03,18.79,A
1600,50.03,28.33,A
1600,50.03,31.44,A
1600,50.03,33.09,A
1600,50.05,7.74,A
1600,50.05,19.82,A
1600,50.06,3.76,A
1600,50.06,6.24,A
1600,50.06,7.31,A
1600,50.06,8.08,A
1600,50.06,11.74,A
1600,50.06,12.31,A
1600,50.06,14.82,A
1600,50.06,16.18,A
1600,50.06,17.49,A
1600,50.06,17.8,A
1600,50.06,19.16,A
1600,50.06,20,A
1600,50.06,26.67,A
1600,50.07,5.68,A
1600,50.07,7.5,A
1600,50.07,20.61,A
1600,50.07,22.77,A
1600,50.07,23.16,A
1600,50.07,25.1,A
1600,50.07,27.34,A
1600,50.07,31.61,A
1600,50.07,31.62,A
1600,50.08,9.98,A
1600,50.08,16.42,A
1600,50.11,1.2,A
1600,50.11,3.37,A
1600,50.11,11.57,A
1600,50.11,12.9,A
1600,50.11,14.59,A
1600,50.11,24.38,A
1600,50.11,30.24,A
1600,50.12,1.12,A
1600,50.12,2.48,A
1600,50.12,2.75,A
1600,50.12,3.73,A
1600,50.12,4.89,A
1600,50.12,7.24,A
1600,50.12,7.49,A
1600,50.12,8.06,A
1600,50.12,8.54,A
1600,50.12,10.35,A
1600,50.12,11.06,A
1600,50.12,11.91,A
1600,50.12,13.19,A
1600,50.12,14.18,A
1600,50.12,15.46,A
1600,50.12,15.84,A
1600,50.12,15.87,A
1600,50.12,15.93,A
1600,50.12,18.61,A
1600,50.12,18.83,A
1600,50.12,19.23,A
1600,50.12,19.78,A
1600,50.12,20.02,A
1600,50.12,20.98,A
1600,50.12,21.52,A
1600,50.12,24.6,A
1600,50.12,27.13,A
1600,50.12,27.34,A
1600,50.12,29.52,A
1600,50.14,7.24,A
1600,50.14,8.95,A
1600,50.14,12.37,A
1600,50.14,14.76,A
1600,50.14,16.14,A
1600,50.14,16.24,A
1600,50.14,19.66,A
1600,50.14,24,A
1600,50.14,25.79,A
1600,50.14,32.22,A
1600,50.14,32.75,A
1600,50.2,4.07,A
1600,50.2,25.6,A
1600,50.2,29.8,A
1600,50.2,33.04,A
1600,50.28,2.71,B
1600,50.28,7.2,A
1600,50.28,10.45,A
1600,50.28,12.47,A
1600,50.28,18.69,A
1600,50.28,20.37,B
1600,50.28,21.49,A
1600,50.28,24.98,B
1600,50.28,33.39,A
1600,50.32,4.76,B
1600,50.32,5.52,B
1600,50.32,6.21,B
1600,50.32,6.26,B
1600,50.32,9.39,B
1600,50.32,9.69,B
1600,50.32,9.77,B
1600,50.32,13.55,B
1600,50.32,14.52,B
1600,50.32,16.3,B
1600,50.32,16.65,B
1600,50.32,17.15,B
1600,50.32,18.88,B
1600,50.32,18.93,B
1600,50.32,21.73,B
1600,50.32,21.9,B
1600,50.32,23.52,B
1600,50.32,25.16,B
1600,50.32,27.89,B
1600,50.32,27.97,B
1600,50.32,31.44,B
1600,50.32,31.66,B
1600,50.42,1.82,B
1600,50.42,17.04,B
1600,50.43,3.22,B
1600,50.43,14.13,B
1600,50.43,26.96,A
1600,50.43,30.81,B
1600,50.43,32.28,B
1600,50.48,2.22,A
1600,50.48,6,A
1600,50.48,7.92,A
1600,50.48,13.14,A
1600,50.48,14.4,A
1600,50.48,17.16,A
1600,50.48,28.97,A
1600,50.48,32.55,A
1600,50.58,7.64,A
1600,50.58,11.94,A
1600,50.58,12.54,A
1600,50.58,16.62,A
1600,50.58,19.38,A
1600,50.58,20.05,A
1600,50.74,4.7,A
1600,50.74,7.27,A
1600,50.74,14.67,A
1600,50.74,15.18,A
1600,50.74,16.47,A
1600,50.74,17.64,A
1600,50.74,21.27,A
1600,50.74,22.28,A
1600,50.8,20.45,B
1600,50.81,7.72,A
1600,50.81,9,A
1600,50.81,16.83,A
1600,50.81,17.67,A
1600,50.88,9.57,B
1600,50.88,11.97,B
1600,50.88,15.5,B
1600,50.88,23.9,B
1600,50.88,25.68,B
1600,50.88,29.01,B
1600,51,3.16,B
1600,51,13.54,B
1600,51,14.92,B
1600,51,17.13,B
1600,51,18.54,B
1600,51,22.33,B
1600,51,24.77,B
1600,51,24.88,B
1600,51,32.37,B
1600,51.01,1.68,B
1600,51.01,4.3,B
1600,51.01,4.32,B
1600,51.01,5.79,B
1600,51.01,7.65,B
1600,51.01,11.27,B
1600,51.01,11.35,B
1600,51.01,13.77,B
1600,51.01,14.36,B
1600,51.01,15,B
1600,51.01,16.06,B
1600,51.01,16.29,B
1600,51.01,19.06,B
1600,51.01,20.44,B
1600,51.01,26.15,B
1600,51.01,28.66,B
1600,51.01,28.99,B
1600,51.01,29.53,B
1600,51.01,29.84,B
1600,51.12,19.21,A
1600,51.21,1,B
1600,51.21,1.55,B
1600,51.21,2.31,B
1600,51.21,3.49,B
1600,51.21,3.73,B
1600,51.21,4.54,B
1600,51.21,4.76,B
1600,51.21,6.52,B
1600,51.21,6.86,B
1600,51.21,7.14,B
1600,51.21,8.51,B
1600,51.21,8.66,B
1600,51.21,9.04,B
1600,51.21,10.12,B
1600,51.21,11.34,B
1600,51.21,11.67,B
1600,51.21,12.28,B
1600,51.21,13.8,B
1600,51.21,14.07,B
1600,51.21,15.34,B
1600,51.21,15.36,B
1600,51.21,16.64,B
1600,51.21,17.17,B
1600,51.21,18.12,B
1600,51.21,18.47,B
1600,51.21,18.55,B
1600,51.21,18.8,B
1600,51.21,18.83,B
1600,51.21,19.3,B
1600,51.21,19.39,B
1600,51.21,20.87,B
1600,51.21,21.38,B
1600,51.21,21.79,B
1600,51.21,22.17,B
1600,51.21,22.86,B
1600,51.21,23.17,B
1600,51.21,23.36,B
1600,51.21,26.51,B
1600,51.21,26.82,B
1600,51.21,27.25,B
1600,51.21,27.94,B
1600,51.21,29.47,B
1600,51.21,30.1,B
1600,51.21,31.78,B
1600,51.21,32.96,B
1600,51.21,34.32,B
1600,51.21,38.1,B
1600,51.25,7.92,B
1600,51.25,8.4,B
1600,51.25,9.17,B
1600,51.25,9.32,B
1600,51.25,9.77,B
1600,51.25,14.36,B
1600,51.25,15.85,B
1600,51.25,25.78,B
1600,51.25,30.5,B
1600,51.32,6.41,B
1600,51.32,8.65,B
1600,51.32,13.65,B
1600,51.32,15.08,B
1600,51.32,24.32,B
1600,51.32,24.39,B
1600,51.35,4.1,B
1600,51.38,6.22,B
1600,51.38,22.52,B
1600,51.44,1.03,B
1600,51.44,10.8,B
1600,51.44,12.53,B
1600,51.44,12.8,B
1600,51.44,13.26,B
1600,51.44,14.88,B
1600,51.44,15.31,B
1600,51.44,26.99,B
1600,51.45,2.17,B
1600,51.45,7.26,B
1600,51.45,10.67,B
1600,51.45,12.02,B
1600,51.45,12.09,B
1600,51.45,20.54,B
1600,51.45,30.89,B
1600,51.48,9.3,B
1600,51.54,0.27,B
1600,51.54,3.07,B
1600,51.57,1.97,B
1600,51.57,13.74,B
1600,51.57,14.66,B
1600,51.58,0.6,B
1600,51.58,1.7,B
1600,51.58,6.09,B
1600,51.58,7.02,B
1600,51.58,7.72,B
1600,51.58,7.8,B
1600,51.58,7.99,B
1600,51.58,11.36,B
1600,51.58,12,B
1600,51.58,13.35,B
1600,51.58,14.92,B
1600,51.58,15.3,B
1600,51.58,15.34,B
1600,51.58,16.3,B
1600,51.58,18.15,B
1600,51.58,19.77,B
1600,51.58,20.52,B
1600,51.58,21.52,B
1600,51.58,22.96,B
1600,51.58,27.13,B
1600,51.58,28.4,B
1600,51.58,28.59,B
1600,51.6,10.33,B
1600,51.62,1.63,B
1600,51.62,3.09,B
1600,51.62,3.27,B
1600,51.62,6.96,B
1600,51.62,9.56,B
1600,51.62,10.41,B
1600,51.62,14.89,B
1600,51.62,16.2,B
1600,51.62,16.43,B
1600,51.62,17.34,B
1600,51.62,17.81,B
1600,51.62,18.94,B
1600,51.62,19.02,B
1600,51.62,22.36,B
1600,51.62,22.49,B
1600,51.62,23.53,B
1600,51.62,24.02,B
1600,51.62,24.51,B
1600,51.69,1.77,B
1600,51.69,5.66,B
1600,51.69,10.58,B
1600,51.69,12.43,B
1600,51.69,13.85,B
1600,51.69,16.34,B
1600,51.69,16.39,B
1600,51.69,20.33,B
1600,51.69,21.57,B
1600,51.69,21.86,B
1600,51.69,34.45,B
1600,51.75,10.93,B
1600,51.75,21.83,B
1600,51.82,1.64,B
1600,51.82,15.68,B
1600,51.82,21.89,B
1600,51.88,12.96,B
1600,51.9,8.99,B
1600,51.91,22.63,B
1600,51.94,,B
1600,51.94,5.02,B
1600,51.94,13.54,B
1600,51.94,19.41,B
1600,51.95,0.27,B
1600,51.95,3.45,B
1600,51.95,5.63,B
1600,51.95,6.25,B
1600,51.95,10.55,B
1600,51.95,12.52,B
1600,51.95,13.39,B
1600,51.95,15.6,B
1600,51.95,15.97,B
1600,51.95,17.97,B
1600,51.95,18.68,B
1600,51.95,18.97,B
1600,51.95,19.46,B
1600,51.95,20.71,B
1600,51.95,23.09,B
1600,51.95,23.6,B
1600,51.95,23.61,B
1600,51.95,23.88,B
1600,51.95,24.91,B
1600,51.95,25.16,B
1600,51.95,25.22,B
1600,51.95,25.58,B
1600,51.95,25.7,B
1600,51.95,30.1,B
1600,51.95,30.8,B
1600,51.95,35.44,B
1600,51.95,39.28,B
1600,51.99,4.6,B
1600,51.99,12.06,B
1600,51.99,14.1,B
1600,51.99,14.8,B
1600,51.99,16.31,B
1600,51.99,16.56,B
1600,51.99,17.36,B
1600,51.99,18.43,B
1600,51.99,21.61,B
1600,51.99,30.46,B
1600,51.99,38.6,B
1600,52,8.48,B
1600,52,9.14,B
1600,52,10.12,B
1600,52,10.27,B
1600,52,12.13,B
1600,52,12.64,B
1600,52,13.25,B
1600,52,14.43,B
1600,52,15.1,B
1600,52,16.6,B
1600,52,19.81,B
1600,52,20.43,B
1600,52,22.11,B
1600,52,22.75,B
1600,52,22.95,B
1600,52,22.97,B
1600,52,23.36,B
1600,52,24.31,B
1600,52,24.78,B
1600,52,31.11,B
1600,52,32.7,B
1600,52,34.74,B
1600,52.05,18.57,B
1600,52.08,3.6,B
1600,52.08,10.85,B
1600,52.08,24.03,B
1600,52.11,15.01,B
1600,52.11,19.26,B
1600,52.11,23.38,B
1600,52.11,25.2,B
1600,52.11,25.46,B
1600,52.18,5.2,B
1600,52.18,14.92,B
1600,52.18,18.43,B
1600,52.18,23.73,B
1600,52.19,17.29,B
1600,52.2,7.41,B
1600,52.2,8.82,B
1600,52.2,10.54,B
1600,52.2,19.9,B
1600,52.2,20.24,B
1600,52.2,33.67,B
1600,52.22,9.42,B
1600,52.26,5.36,B
1600,52.31,7.83,B
1600,52.31,9.65,B
1600,52.31,25.76,B
1600,52.31,27.7,B
1600,52.31,31.48,B
1600,52.32,2.61,B
1600,52.32,3.3,B
1600,52.32,3.51,B
1600,52.32,4.87,B
1600,52.32,6.08,B
1600,52.32,6.87,B
1600,52.32,8.84,B
1600,52.32,10.19,B
1600,52.32,10.8,B
1600,52.32,12.42,B
1600,52.32,12.59,B
1600,52.32,13.59,B
1600,52.32,13.93,B
1600,52.32,13.95,B
1600,52.32,14.55,B
1600,52.32,15.21,B
1600,52.32,15.24,B
1600,52.32,15.41,B
1600,52.32,15.44,B
1600,52.32,15.92,B
1600,52.32,17.39,B
1600,52.32,17.72,B
1600,52.32,19.19,B
1600,52.32,19.35,B
1600,52.32,19.57,B
1600,52.32,19.8,B
1600,52.32,21.4,B
1600,52.32,21.51,B
1600,52.32,21.75,B
1600,52.32,21.77,B
1600,52.32,22.07,B
1600,52.32,22.65,B
1600,52.32,24.68,B
1600,52.32,25.89,B
1600,52.32,26,B
1600,52.32,26.07,B
1600,52.32,27.11,B
1600,52.32,27.65,B
1600,52.32,27.72,B
1600,52.32,29.75,B
1600,52.32,30.96,B
1600,52.32,31.39,B
1600,52.32,31.93,B
1600,52.32,32.38,B
1600,52.32,32.4,B
1600,52.32,33.15,B
1600,52.32,33.7,B
1600,52.32,33.85,B
1600,52.32,34.15,B
1600,52.38,1.1,B
1600,52.38,2.82,B
1600,52.38,5.14,B
1600,52.38,7.32,B
1600,52.38,7.42,B
1600,52.38,8.82,B
1600,52.38,9.8,B
1600,52.38,10.17,B
1600,52.38,10.28,B
1600,52.38,11.34,B
1600,52.38,12.15,B
1600,52.38,13.5,B
1600,52.38,16.4,B
1600,52.38,16.54,B
1600,52.38,16.55,B
1600,52.38,16.62,B
1600,52.38,16.81,B
1600,52.38,18.46,B
1600,52.38,19.61,B
1600,52.38,20.59,B
1600,52.38,21.52,B
1600,52.38,22.12,B
1600,52.38,22.54,B
1600,52.38,24.08,B
1600,52.38,24.86,B
1600,52.38,27.55,B
1600,52.38,27.78,B
1600,52.38,31.96,B
1600,52.41,15.84,C
1600,52.42,0,B
1600,52.42,1.37,B
1600,52.42,7.01,B
1600,52.42,14.92,B
1600,52.42,15.73,B
1600,52.42,20.63,B
1600,52.42,26.91,B
1600,52.43,4.87,B
1600,52.43,7.5,B
1600,52.43,13.62,B
1600,52.43,21.42,B
1600,52.43,22.84,B
1600,52.43,26.97,B
1600,52.43,46.44,B
1600,52.48,1.12,B
1600,52.49,0.45,B
1600,52.49,13.28,B
1600,52.49,22.78,B
1600,52.55,12.27,B
1600,52.62,6.24,B
1600,52.62,10.93,B
1600,52.62,14.08,B
1600,52.62,22.62,B
1600,52.66,0.96,B
1600,52.68,0.44,B
1600,52.68,11.19,B
1600,52.68,12.27,B
1600,52.68,12.75,B
1600,52.68,13.82,B
1600,52.68,14.34,B
1600,52.68,15.05,B
1600,52.68,15.71,B
1600,52.68,15.87,B
1600,52.68,15.9,B
1600,52.68,17.11,B
1600,52.68,18.88,B
1600,52.68,23.97,B
1600,52.68,30.7,B
1600,52.68,31.83,B
1600,52.72,3.94,B
1600,52.72,7.35,B
1600,52.72,8.78,B
1600,52.72,12.34,B
1600,52.72,12.6,B
1600,52.72,13.37,B
1600,52.72,14.18,B
1600,52.72,16.84,B
1600,52.72,16.88,B
1600,52.72,17.8,B
1600,52.72,18.72,B
1600,52.72,20.93,B
1600,52.72,23.4,B
1600,52.72,23.53,B
1600,52.72,23.86,B
1600,52.72,24.18,B
1600,52.72,25.4,B
1600,52.72,25.7,B
1600,52.72,26.04,B
1600,52.72,26.56,B
1600,52.72,27.07,B
1600,52.72,28.33,B
1600,52.72,29.01,B
1600,52.72,30.01,B
1600,52.72,30.16,B
1600,52.72,32.51,B
1600,52.72,32.85,B
1600,52.74,4.27,B
1600,52.74,7.46,B
1600,52.74,8.72,B
1600,52.74,17.52,B
1600,52.74,21.69,B
1600,52.74,24.51,B
1600,52.74,27.82,B
1600,52.74,33.33,B
1600,52.74,39.12,B
1600,52.75,3.29,B
1600,52.75,9.21,B
1600,52.75,21.91,B
1600,52.75,25.93,B
1600,52.75,26.44,B
1600,52.76,3.55,B
1600,52.76,4.87,B
1600,52.76,8.21,B
1600,52.76,10.47,B
1600,52.76,12.17,B
1600,52.76,13.12,B
1600,52.76,13.17,B
1600,52.76,13.18,B
1600,52.76,14.88,B
1600,52.76,14.91,B
1600,52.76,15.86,B
1600,52.76,16.63,B
1600,52.76,16.69,B
1600,52.76,17.28,B
1600,52.76,17.59,B
1600,52.76,18.55,B
1600,52.76,18.93,B
1600,52.76,20.08,B
1600,52.76,20.69,B
1600,52.76,24,B
1600,52.76,24.22,B
1600,52.76,24.48,B
1600,52.76,24.59,B
1600,52.76,24.8,B
1600,52.76,25.07,B
1600,52.76,25.7,B
1600,52.76,27.32,B
1600,52.76,29.15,B
1600,52.76,30.5,B
1600,52.76,30.72,B
